"destination_id","batch_id","tier","region","country_code","prefecture_code","prefecture_name_ja","prefecture_name_en","entity_type","name_zh","name_ja","name_en","canonical_name","aliases","latitude","longitude","provider_type","provider_entity_id","attraction_quota","source_mode","source_job_id","md_variant_id","lg_variant_id","status","authenticity","rights_status","official_url","entity_provenance","coverage_note","review_notes"
"jp-morioka","JP-S-05","S","tohoku","JP","iwate","岩手県","Iwate","entity_resolution_required","","","Morioka","Morioka","","","","","","40","illustrative_city","source:jp-morioka:master","variant:jp-morioka:md","variant:jp-morioka:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/iwate/morioka-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Iwate. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hiraizumi","JP-S-05","S","tohoku","JP","","","","entity_resolution_required","","","Hiraizumi","Hiraizumi","","","","","","40","illustrative_city","source:jp-hiraizumi:master","variant:jp-hiraizumi:md","variant:jp-hiraizumi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-matsushima","JP-S-05","S","tohoku","JP","","","","entity_resolution_required","","","Matsushima","Matsushima","","","","","","40","illustrative_city","source:jp-matsushima:master","variant:jp-matsushima:md","variant:jp-matsushima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-akiu","JP-S-05","S","tohoku","JP","miyagi","宮城県","Miyagi","entity_resolution_required","","","Akiu","Akiu","","","","","","40","illustrative_city","source:jp-akiu:master","variant:jp-akiu:md","variant:jp-akiu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/miyagi/akiu-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Miyagi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-akita","JP-S-06","S","tohoku","JP","akita","秋田県","Akita","entity_resolution_required","","","Akita","Akita","","","","","","40","illustrative_city","source:jp-akita:master","variant:jp-akita:md","variant:jp-akita:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/akita/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Akita. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kakunodate","JP-S-06","S","tohoku","JP","akita","秋田県","Akita","entity_resolution_required","","","Kakunodate","Kakunodate","","","","","","40","illustrative_city","source:jp-kakunodate:master","variant:jp-kakunodate:md","variant:jp-kakunodate:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/akita/kakunodate-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Akita. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-yamagata","JP-S-06","S","tohoku","JP","yamagata","山形県","Yamagata","entity_resolution_required","","","Yamagata","Yamagata","","","","","","40","illustrative_city","source:jp-yamagata:master","variant:jp-yamagata:md","variant:jp-yamagata:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/yamagata/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Yamagata. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-zao","JP-S-06","S","tohoku","JP","miyagi","宮城県","Miyagi","entity_resolution_required","","","Zao","Zao","","","","","","40","illustrative_city","source:jp-zao:master","variant:jp-zao:md","variant:jp-zao:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/miyagi/zao-area/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Miyagi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ginzan-onsen","JP-S-06","S","tohoku","JP","","","","entity_resolution_required","","","Ginzan Onsen","Ginzan Onsen","","","","","","40","illustrative_city","source:jp-ginzan-onsen:master","variant:jp-ginzan-onsen:md","variant:jp-ginzan-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-fukushima","JP-S-06","S","tohoku","JP","fukushima","福島県","Fukushima","entity_resolution_required","","","Fukushima","Fukushima","","","","","","40","illustrative_city","source:jp-fukushima:master","variant:jp-fukushima:md","variant:jp-fukushima:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/fukushima/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Fukushima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-aizuwakamatsu","JP-S-06","S","tohoku","JP","fukushima","福島県","Fukushima","entity_resolution_required","","","Aizuwakamatsu","Aizuwakamatsu","","","","","","40","illustrative_city","source:jp-aizuwakamatsu:master","variant:jp-aizuwakamatsu:md","variant:jp-aizuwakamatsu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/fukushima/aizuwakamatsu-and-oze","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Fukushima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ouchi-juku","JP-S-06","S","tohoku","JP","","","","entity_resolution_required","","","Ouchi-juku","Ouchi-juku","","","","","","40","illustrative_city","source:jp-ouchi-juku:master","variant:jp-ouchi-juku:md","variant:jp-ouchi-juku:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kawagoe","JP-S-06","S","kanto","JP","saitama","埼玉県","Saitama","entity_resolution_required","","","Kawagoe","Kawagoe","","","","","","40","illustrative_city","source:jp-kawagoe:master","variant:jp-kawagoe:md","variant:jp-kawagoe:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/saitama/kawagoe-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Saitama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kusatsu-onsen","JP-S-06","S","kanto","JP","","","","entity_resolution_required","","","Kusatsu Onsen","Kusatsu Onsen","","","","","","40","illustrative_city","source:jp-kusatsu-onsen:master","variant:jp-kusatsu-onsen:md","variant:jp-kusatsu-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-takasaki","JP-S-07","S","kanto","JP","gunma","群馬県","Gunma","entity_resolution_required","","","Takasaki","Takasaki","","","","","","40","illustrative_city","source:jp-takasaki:master","variant:jp-takasaki:md","variant:jp-takasaki:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/gunma/takasaki-and-beyond-ikaho-haruna-shima-tomioka","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Gunma. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-mito","JP-S-07","S","kanto","JP","ibaraki","茨城県","Ibaraki","entity_resolution_required","","","Mito","Mito","","","","","","40","illustrative_city","source:jp-mito:master","variant:jp-mito:md","variant:jp-mito:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/ibaraki/mito-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Ibaraki. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tsukuba","JP-S-07","S","kanto","JP","ibaraki","茨城県","Ibaraki","entity_resolution_required","","","Tsukuba","Tsukuba","","","","","","40","illustrative_city","source:jp-tsukuba:master","variant:jp-tsukuba:md","variant:jp-tsukuba:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kanto/ibaraki/tsukuba-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Ibaraki. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
